From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (),Toluene (),Eth-Benzene (),MP-Xylene (),RH (%),WD (degree),SR (W/mt2),BP (mmHg),AT (),RF (mm),Xylene ()
2020-09-15 21:00:00,2020-09-15 22:00:00,73.25,178.75,6.53,41.35,27.27,21.0,13.32,0.2,3.45,0.25,19.27,,,68.9,322.95,4.5,981.23,28.32,,1.23
2020-09-15 22:00:00,2020-09-15 23:00:00,69.75,166.25,22.3,52.4,46.1,21.07,12.53,0.2,3.55,0.23,7.95,,,70.25,323.55,4.55,981.6,28.1,,0.77
2020-09-15 23:00:00,2020-09-16 00:00:00,76.5,227.0,41.5,53.12,62.05,22.5,9.7,0.2,3.72,0.33,13.62,,,71.6,323.55,4.6,981.67,27.8,,1.35
2020-09-16 00:00:00,2020-09-16 01:00:00,79.25,274.0,56.4,49.12,72.1,22.12,9.72,0.2,3.47,0.33,10.97,,,72.4,322.83,4.65,981.4,27.52,,1.43
2020-09-16 01:00:00,2020-09-16 02:00:00,76.5,270.75,63.37,44.23,75.2,22.8,8.07,0.2,1.0,0.33,10.58,,,73.8,321.25,4.6,981.08,27.25,,1.45
2020-09-16 02:00:00,2020-09-16 03:00:00,81.5,233.25,56.0,41.45,67.75,24.3,4.8,0.2,2.92,0.3,11.05,,,74.2,317.6,4.53,980.88,26.95,,1.43
2020-09-16 03:00:00,2020-09-16 04:00:00,76.75,223.75,99.9,42.3,96.2,20.18,7.33,0.2,3.1,0.32,11.88,,,74.65,314.1,4.47,980.38,26.75,,1.45
2020-09-16 04:00:00,2020-09-16 05:00:00,84.5,274.75,47.23,44.0,61.88,23.72,8.4,0.2,3.55,0.4,13.82,,,73.88,267.97,4.47,980.22,26.7,,1.6
2020-09-16 05:00:00,2020-09-16 06:00:00,81.5,231.75,13.5,42.7,34.2,21.45,10.72,0.2,3.53,0.35,12.45,,,73.03,235.95,4.9,980.57,26.85,,1.28
2020-09-16 06:00:00,2020-09-16 07:00:00,76.25,173.75,14.03,38.12,31.7,22.45,11.97,0.2,3.57,0.38,11.15,,,70.93,220.25,39.28,981.17,27.48,,1.2
2020-09-16 07:00:00,2020-09-16 08:00:00,77.0,173.5,12.22,34.48,28.27,23.92,12.2,0.2,3.5,0.38,8.12,,,64.88,254.2,152.68,981.83,29.85,,0.92
2020-09-16 08:00:00,2020-09-16 09:00:00,86.75,202.0,9.0,33.45,25.15,25.18,12.32,0.2,3.1,0.35,10.32,,,58.75,249.7,295.98,982.3,32.3,,0.95
2020-09-16 09:00:00,2020-09-16 10:00:00,85.25,195.0,6.05,19.6,15.35,22.88,12.52,0.2,3.32,0.3,8.35,,,53.5,265.6,457.42,982.65,33.92,,0.62
2020-09-16 10:00:00,2020-09-16 11:00:00,71.0,174.25,5.22,17.5,13.57,23.23,12.37,0.2,1.73,0.2,9.32,,,48.53,243.58,538.2,982.6,35.45,,0.35
2020-09-16 11:00:00,2020-09-16 12:00:00,59.75,168.5,4.7,17.12,12.93,23.5,12.55,0.2,2.75,0.2,14.4,,,44.88,248.62,653.6,982.2,36.9,,0.3
2020-09-16 12:00:00,2020-09-16 13:00:00,51.25,149.5,4.75,16.8,12.83,23.57,11.57,0.2,1.35,0.1,9.9,,,43.15,264.15,659.42,981.42,37.15,,0.28
2020-09-16 13:00:00,2020-09-16 14:00:00,42.5,147.25,4.72,15.43,12.0,23.55,11.0,0.2,1.05,0.1,9.9,,,41.08,255.53,596.05,980.67,37.9,,0.22
2020-09-16 14:00:00,2020-09-16 15:00:00,39.25,133.0,5.03,15.47,12.32,24.67,10.6,0.2,,0.17,4.55,,,42.08,275.18,471.2,979.92,37.75,,0.2
2020-09-16 15:00:00,2020-09-16 16:00:00,40.0,120.0,4.93,14.68,11.85,24.55,10.73,0.2,0.15,0.1,3.55,,,43.95,256.0,293.43,979.33,36.85,,0.15
2020-09-16 16:00:00,2020-09-16 17:00:00,40.25,108.5,4.47,15.0,11.65,24.35,9.57,0.2,,0.1,2.35,,,46.67,284.28,161.22,978.82,36.05,,0.17
2020-09-16 17:00:00,2020-09-16 18:00:00,43.5,116.5,4.6,19.18,13.95,24.6,8.2,0.2,0.9,0.1,1.98,,,51.45,235.97,39.98,978.48,34.27,,0.22
2020-09-16 18:00:00,2020-09-16 19:00:00,55.0,144.75,5.9,30.38,20.98,26.63,9.68,0.2,4.97,0.17,5.22,,,57.2,191.38,5.4,978.85,31.4,,0.62
2020-09-16 19:00:00,2020-09-16 20:00:00,58.5,166.0,5.75,40.65,26.3,23.8,11.65,0.2,2.62,0.3,8.0,,,61.65,8.93,4.43,979.43,29.48,,1.05
2020-09-16 20:00:00,2020-09-16 21:00:00,53.5,165.0,6.9,45.92,30.05,22.1,8.68,0.2,2.58,0.22,8.45,,,65.7,259.1,4.47,980.23,28.8,,1.48
2020-09-16 21:00:00,2020-09-16 22:00:00,61.75,197.25,6.55,36.77,24.93,21.65,11.62,0.2,3.15,0.25,9.25,,,66.4,267.02,4.57,980.75,28.93,,1.23
2020-09-16 22:00:00,2020-09-16 23:00:00,59.0,163.75,6.78,37.5,25.45,21.6,9.9,0.2,3.75,0.2,10.62,,,67.83,298.45,4.6,981.02,28.7,,0.83
2020-09-16 23:00:00,2020-09-17 00:00:00,60.0,144.0,6.97,29.7,21.45,21.1,8.97,0.2,3.6,0.25,14.12,,,69.75,320.85,4.62,981.02,28.17,,0.95
2020-09-17 00:00:00,2020-09-17 01:00:00,53.75,119.75,6.25,27.22,19.57,20.35,6.2,0.2,3.43,0.2,6.25,,,69.33,270.48,4.62,980.92,28.25,,0.55
2020-09-17 01:00:00,2020-09-17 02:00:00,44.75,110.0,5.5,21.17,15.73,18.07,6.47,0.2,6.3,0.2,6.1,,,69.05,264.02,4.55,980.35,28.1,,0.38
2020-09-17 02:00:00,2020-09-17 03:00:00,49.75,113.0,5.25,26.95,18.6,21.8,6.05,0.2,3.67,0.2,4.82,,,69.2,275.75,4.47,979.83,27.9,,0.32
2020-09-17 03:00:00,2020-09-17 04:00:00,56.0,121.25,6.3,23.75,17.75,17.1,6.53,0.2,3.42,0.2,6.32,,,71.07,264.1,4.45,979.75,27.23,,0.43
2020-09-17 04:00:00,2020-09-17 05:00:00,53.25,123.0,9.9,27.65,22.8,15.57,8.7,0.2,4.1,0.25,9.65,,,72.65,265.85,4.4,980.12,26.73,,0.4
2020-09-17 05:00:00,2020-09-17 06:00:00,63.0,135.0,8.28,26.98,21.12,17.38,9.72,0.2,3.55,0.22,10.0,,,72.65,255.75,4.97,980.62,26.62,,0.55
2020-09-17 06:00:00,2020-09-17 07:00:00,61.5,132.5,8.12,25.9,20.43,17.48,9.65,0.2,2.88,0.27,7.17,,,70.78,268.95,38.58,981.02,27.4,,0.6
2020-09-17 07:00:00,2020-09-17 08:00:00,58.25,133.75,8.38,25.02,20.12,16.0,12.48,0.2,4.22,0.3,7.12,,,63.52,264.58,187.62,981.45,30.08,,0.7
2020-09-17 08:00:00,2020-09-17 09:00:00,59.75,150.25,6.38,17.0,14.28,18.9,13.0,0.2,4.7,0.22,4.95,,,56.15,266.4,343.6,981.88,32.02,,0.45
2020-09-17 09:00:00,2020-09-17 10:00:00,51.5,121.75,5.18,16.25,12.85,22.35,12.6,0.2,3.68,0.2,3.82,,,51.05,268.62,491.85,981.98,34.23,,0.3
2020-09-17 10:00:00,2020-09-17 11:00:00,45.5,122.75,4.97,15.23,12.15,24.7,9.63,0.2,4.4,0.18,9.8,,,43.25,269.65,560.58,981.75,36.67,,0.3
2020-09-17 11:00:00,2020-09-17 12:00:00,39.25,113.5,4.92,14.5,11.75,27.53,4.85,0.2,3.2,0.15,5.05,,,42.85,267.57,659.15,981.28,37.3,,0.22
2020-09-17 12:00:00,2020-09-17 13:00:00,31.75,95.5,4.82,13.2,10.95,28.32,7.0,0.2,2.33,0.2,2.92,,,41.8,262.12,624.83,980.75,37.88,,0.2
2020-09-17 13:00:00,2020-09-17 14:00:00,25.5,89.25,4.82,14.75,11.8,29.7,5.75,0.2,4.27,0.17,2.17,,,43.45,254.52,508.43,980.1,37.12,,0.12
2020-09-17 14:00:00,2020-09-17 15:00:00,26.5,88.0,5.58,23.18,16.82,36.08,6.58,0.2,5.55,0.38,6.93,,,42.8,271.57,498.75,979.5,37.35,,0.23
2020-09-17 15:00:00,2020-09-17 16:00:00,27.25,103.25,4.85,17.95,13.5,29.52,4.9,0.2,1.6,0.42,12.1,,,45.0,246.5,337.25,978.95,36.67,,0.3
2020-09-17 16:00:00,2020-09-17 17:00:00,34.25,110.5,4.4,12.25,10.12,22.55,5.87,0.2,1.4,0.12,3.1,,,46.75,240.75,177.57,978.55,35.7,,0.12
2020-09-17 17:00:00,2020-09-17 18:00:00,32.5,101.5,4.72,13.03,10.77,19.05,9.18,0.2,3.03,0.1,2.5,,,49.05,218.23,36.27,978.23,33.93,,0.15
2020-09-17 18:00:00,2020-09-17 19:00:00,25.5,99.75,4.7,17.18,12.95,21.85,8.38,0.2,3.07,0.1,2.05,,,54.05,207.88,5.38,978.5,31.9,,0.23
2020-09-17 19:00:00,2020-09-17 20:00:00,28.5,106.5,5.4,21.25,15.7,23.45,8.68,0.2,2.45,0.1,2.02,,,59.8,193.1,4.35,979.05,30.55,,0.3
2020-09-17 20:00:00,2020-09-17 21:00:00,36.5,108.5,6.05,30.97,21.4,22.85,8.9,0.2,2.9,0.1,3.8,,,64.6,161.18,4.43,979.7,29.15,,0.68
2020-09-17 21:00:00,2020-09-17 22:00:00,48.0,131.25,7.58,42.42,28.73,21.97,8.53,0.2,3.45,0.2,3.83,,,66.9,216.83,4.43,980.25,28.65,,1.05
2020-09-17 22:00:00,2020-09-17 23:00:00,50.75,140.25,7.12,32.5,23.05,21.95,8.17,0.2,3.27,0.2,3.23,,,66.62,267.43,4.53,980.4,28.57,,0.88
2020-09-17 23:00:00,2020-09-18 00:00:00,49.25,132.0,5.57,26.25,18.53,19.8,8.12,0.2,3.5,0.17,5.45,,,65.08,251.45,4.5,980.22,28.8,,0.45
2020-09-18 00:00:00,2020-09-18 01:00:00,48.5,119.25,6.48,26.5,19.38,17.27,7.35,0.2,4.3,0.2,6.22,,,66.57,224.25,4.5,980.05,28.27,,0.45
2020-09-18 01:00:00,2020-09-18 02:00:00,52.75,133.0,6.6,25.1,18.73,15.87,7.57,0.2,3.6,0.2,7.05,,,66.5,247.15,4.5,979.62,28.62,,0.72
2020-09-18 02:00:00,2020-09-18 03:00:00,53.5,127.75,7.1,23.4,18.25,15.95,7.4,0.2,4.25,0.3,9.15,,,66.72,254.9,4.5,979.25,28.55,,0.7
2020-09-18 03:00:00,2020-09-18 04:00:00,57.75,127.0,6.57,21.17,16.6,14.43,7.65,0.2,4.22,0.3,11.55,,,67.9,250.1,4.5,979.12,27.92,,0.9
2020-09-18 04:00:00,2020-09-18 05:00:00,56.0,116.0,7.15,27.1,20.3,13.23,6.97,0.2,4.1,0.3,10.5,,,67.88,281.38,4.57,979.0,27.38,,0.8
2020-09-18 05:00:00,2020-09-18 06:00:00,50.25,107.75,6.72,24.25,18.38,16.4,6.62,0.2,3.8,0.2,5.38,,,68.58,277.2,4.9,979.15,26.98,,0.55
2020-09-18 06:00:00,2020-09-18 07:00:00,44.25,106.75,7.78,24.2,19.2,15.72,9.7,0.2,6.0,0.2,3.7,,,68.08,267.07,37.67,979.7,27.6,,0.4
2020-09-18 07:00:00,2020-09-18 08:00:00,53.0,131.25,9.93,24.6,21.18,20.8,14.6,0.2,4.0,0.2,5.3,,,60.75,256.95,172.9,980.4,30.47,,0.57
2020-09-18 08:00:00,2020-09-18 09:00:00,53.25,145.25,6.8,15.6,13.85,19.25,12.62,0.2,4.1,0.2,5.68,,,53.15,267.28,337.27,980.75,33.05,,0.48
2020-09-18 09:00:00,2020-09-18 10:00:00,36.5,123.25,4.8,13.2,10.95,20.27,10.77,0.2,3.55,0.1,5.47,,,49.5,262.3,484.7,981.12,34.6,,0.3
2020-09-18 10:00:00,2020-09-18 11:00:00,38.0,125.75,4.5,11.47,9.8,19.0,10.23,0.2,2.95,0.1,8.88,,,45.2,264.45,546.38,981.1,36.4,,0.25
2020-09-18 11:00:00,2020-09-18 12:00:00,38.0,120.5,4.55,8.08,8.0,16.0,10.98,0.2,3.43,0.12,11.7,,,42.22,272.95,656.3,980.65,37.67,,0.18
2020-09-18 12:00:00,2020-09-18 13:00:00,36.0,111.25,5.15,11.2,10.18,18.3,12.05,0.2,4.85,0.1,9.17,,,41.8,263.75,653.73,980.15,37.92,,0.17
2020-09-18 13:00:00,2020-09-18 14:00:00,28.75,92.0,5.18,11.68,10.45,22.9,12.42,0.2,2.43,0.12,4.4,,,42.7,254.35,587.08,979.75,38.03,,0.12
2020-09-18 14:00:00,2020-09-18 15:00:00,25.0,77.5,4.88,10.7,9.65,20.78,12.4,0.2,2.88,0.1,3.48,,,42.78,251.0,506.62,978.83,38.1,,0.1
2020-09-18 15:00:00,2020-09-18 16:00:00,24.5,80.25,5.0,9.75,9.3,18.45,11.62,0.2,3.25,0.1,3.23,,,42.6,268.18,351.35,978.0,37.6,,0.1
2020-09-18 16:00:00,2020-09-18 17:00:00,25.75,85.25,4.92,10.15,9.53,20.7,11.07,0.2,2.05,0.1,3.38,,,46.08,236.52,181.72,977.5,36.43,,0.12
2020-09-18 17:00:00,2020-09-18 18:00:00,34.5,91.75,4.4,14.73,11.43,22.4,9.85,0.2,2.27,0.1,1.58,,,51.9,231.72,38.88,977.33,34.35,,0.12
2020-09-18 18:00:00,2020-09-18 19:00:00,38.0,115.75,5.45,23.12,16.73,21.55,10.35,0.2,3.17,0.12,3.35,,,56.65,167.0,5.22,977.5,32.25,,0.42
2020-09-18 19:00:00,2020-09-18 20:00:00,45.0,159.5,6.0,24.1,17.7,21.8,11.25,0.2,2.9,0.2,3.85,,,61.8,307.8,4.43,978.08,30.55,,0.6
2020-09-18 20:00:00,2020-09-18 21:00:00,52.75,153.75,6.27,29.75,20.93,22.62,10.68,0.2,1.95,0.2,4.2,,,66.2,66.85,4.45,978.73,29.48,,0.78
2020-09-18 21:00:00,2020-09-18 22:00:00,66.75,165.5,6.1,26.25,18.93,21.58,9.5,0.2,3.97,0.22,5.0,,,67.88,89.38,4.53,979.35,29.05,,1.1
2020-09-18 22:00:00,2020-09-18 23:00:00,61.0,150.25,5.43,19.82,14.95,16.93,7.77,0.2,3.57,0.2,3.33,,,68.32,305.3,4.53,979.45,28.9,,0.7
2020-09-18 23:00:00,2020-09-19 00:00:00,46.5,128.5,5.55,19.62,14.97,14.45,6.82,0.2,3.92,0.2,5.75,,,69.15,287.85,4.47,979.67,28.52,,0.35
2020-09-19 00:00:00,2020-09-19 01:00:00,50.25,127.75,5.67,16.18,13.22,14.18,6.95,0.2,4.47,0.2,9.15,,,70.48,276.8,4.43,979.67,28.03,,0.47
2020-09-19 01:00:00,2020-09-19 02:00:00,55.75,110.25,5.4,15.03,12.37,14.3,6.77,0.2,6.0,0.2,8.1,,,71.78,277.0,4.4,979.65,27.67,,0.32
2020-09-19 02:00:00,2020-09-19 03:00:00,53.75,116.0,9.15,24.1,20.3,18.0,7.1,0.2,3.55,0.2,9.28,,,73.0,277.43,4.4,979.65,27.35,,0.35
2020-09-19 03:00:00,2020-09-19 04:00:00,58.25,145.5,10.28,26.88,22.65,16.3,6.95,0.2,3.85,0.2,7.4,,,73.65,277.43,4.45,979.52,27.25,,0.57
2020-09-19 04:00:00,2020-09-19 05:00:00,56.75,130.25,9.95,31.0,24.6,15.45,7.67,0.2,3.8,0.23,5.8,,,74.38,277.77,4.5,979.7,27.0,,0.57
2020-09-19 05:00:00,2020-09-19 06:00:00,58.5,120.75,13.9,22.6,23.38,12.05,7.43,0.2,4.05,0.3,7.6,,,74.93,275.9,4.95,980.0,26.8,,0.85
2020-09-19 06:00:00,2020-09-19 07:00:00,57.25,133.0,13.82,22.07,23.0,19.75,7.38,0.2,4.55,0.28,8.5,,,73.28,279.45,33.9,980.3,27.23,,1.0
2020-09-19 07:00:00,2020-09-19 08:00:00,54.75,126.0,10.8,19.5,19.18,17.77,8.38,0.2,5.17,0.2,5.4,,,63.78,266.38,160.95,980.92,29.68,,0.62
2020-09-19 08:00:00,2020-09-19 09:00:00,44.25,120.25,7.03,17.07,14.82,24.1,9.47,0.2,4.5,0.18,4.9,,,57.7,253.4,283.38,981.6,31.88,,0.38
2020-09-19 09:00:00,2020-09-19 10:00:00,43.25,114.5,6.03,17.58,14.25,28.65,9.68,0.2,5.53,0.55,10.38,,,52.2,216.73,386.98,982.1,33.95,,0.47
2020-09-19 10:00:00,2020-09-19 11:00:00,46.75,126.25,5.4,19.62,14.87,31.18,10.6,0.2,5.97,0.4,12.35,,,47.85,227.5,512.9,982.0,35.22,,0.35
2020-09-19 11:00:00,2020-09-19 12:00:00,48.25,138.25,6.42,41.17,27.08,38.83,12.37,0.2,8.15,0.9,9.3,,,44.4,251.65,618.3,981.62,36.33,,0.3
2020-09-19 12:00:00,2020-09-19 13:00:00,54.25,135.75,6.0,37.88,25.05,32.53,13.15,0.2,2.5,0.72,4.6,,,42.38,232.97,623.32,980.9,37.27,,0.3
2020-09-19 13:00:00,2020-09-19 14:00:00,50.25,129.75,5.38,21.53,15.83,26.75,11.88,0.2,2.6,0.47,4.75,,,41.33,257.03,561.75,979.65,37.62,,0.28
2020-09-19 14:00:00,2020-09-19 15:00:00,44.25,113.0,5.1,19.07,14.28,25.28,11.3,0.2,2.82,0.3,3.85,,,41.5,247.35,461.5,978.65,37.55,,0.2
2020-09-19 15:00:00,2020-09-19 16:00:00,41.5,110.0,5.2,17.82,13.72,24.02,10.95,0.2,1.37,0.28,3.4,,,43.6,156.5,324.6,977.88,36.6,,0.17
2020-09-19 16:00:00,2020-09-19 17:00:00,40.25,107.25,5.0,15.45,12.25,22.52,10.73,0.2,1.47,0.12,2.4,,,47.07,50.67,167.03,977.58,35.27,,0.12
2020-09-19 17:00:00,2020-09-19 18:00:00,44.75,105.5,4.82,15.4,12.1,22.22,9.48,0.2,1.1,0.1,1.55,,,54.97,26.1,34.92,977.55,32.1,,0.12
2020-09-19 18:00:00,2020-09-19 19:00:00,56.5,128.5,5.35,20.4,15.25,20.3,12.2,0.2,2.9,0.15,2.17,,,62.55,4.88,4.92,978.0,29.3,,0.25
2020-09-19 19:00:00,2020-09-19 20:00:00,60.25,150.25,6.42,34.57,23.65,21.93,10.65,0.2,4.3,0.3,13.05,,,64.65,4.9,4.43,978.42,28.45,,0.88
2020-09-19 20:00:00,2020-09-19 21:00:00,66.75,183.0,7.48,43.0,28.95,26.3,9.6,0.2,3.92,0.88,12.3,,,67.1,4.97,4.5,978.95,27.73,,1.22
2020-09-19 21:00:00,2020-09-19 22:00:00,94.0,222.25,7.68,40.95,28.0,30.23,11.22,0.2,1.25,1.35,12.5,,,67.75,10.03,4.47,979.38,27.57,,2.05
2020-09-19 22:00:00,2020-09-19 23:00:00,176.75,344.5,13.18,37.75,30.82,28.25,11.07,0.2,3.15,0.75,17.35,,,71.12,12.68,4.55,979.83,26.92,,3.02
2020-09-19 23:00:00,2020-09-20 00:00:00,152.5,297.5,8.5,22.55,18.88,17.5,7.12,0.2,4.6,0.62,18.55,,,72.28,21.88,4.5,979.67,26.93,,2.55
2020-09-20 00:00:00,2020-09-20 01:00:00,87.5,183.0,6.17,17.18,14.2,16.52,6.88,0.2,4.47,0.4,10.65,,,72.88,26.6,4.5,979.82,26.8,,1.35
2020-09-20 01:00:00,2020-09-20 02:00:00,77.25,138.75,6.7,18.6,15.33,17.23,6.9,0.2,7.3,0.33,7.25,,,73.2,30.38,4.55,979.72,26.65,,1.0
2020-09-20 02:00:00,2020-09-20 03:00:00,81.25,136.25,6.9,23.75,18.25,21.2,7.85,0.2,6.92,0.35,12.88,,,73.95,34.18,4.47,979.58,26.52,,1.12
2020-09-20 03:00:00,2020-09-20 04:00:00,93.25,152.0,8.98,25.07,20.65,20.77,8.22,0.2,3.53,0.33,19.55,,,74.12,34.1,4.5,979.5,26.5,,1.4
2020-09-20 04:00:00,2020-09-20 05:00:00,97.0,158.0,16.83,23.75,24.93,23.85,8.9,0.2,3.88,0.3,17.38,,,74.7,96.88,4.45,979.73,26.25,,1.23
2020-09-20 05:00:00,2020-09-20 06:00:00,87.0,160.75,23.7,23.73,31.95,28.33,9.97,0.2,3.72,0.33,17.0,,,74.45,337.23,5.53,980.15,26.25,,1.27
2020-09-20 06:00:00,2020-09-20 07:00:00,81.75,176.75,12.05,22.65,21.85,26.52,8.88,0.2,2.97,0.3,11.2,,,73.9,340.23,44.3,980.75,26.65,,1.0
2020-09-20 07:00:00,2020-09-20 08:00:00,74.25,122.5,8.28,15.6,15.07,20.27,8.05,0.2,3.8,0.3,5.57,,,65.67,266.88,141.22,981.17,29.25,,0.65
2020-09-20 08:00:00,2020-09-20 09:00:00,71.25,138.5,6.17,9.97,10.35,16.07,7.72,0.2,4.55,0.3,3.73,,,58.2,243.38,299.88,981.3,31.33,,0.45
2020-09-20 09:00:00,2020-09-20 10:00:00,69.0,155.0,5.43,9.93,9.7,15.63,7.37,0.2,4.47,0.3,3.73,,,52.77,225.27,427.0,981.33,33.87,,0.47
2020-09-20 10:00:00,2020-09-20 11:00:00,63.25,151.5,4.6,6.6,7.28,13.1,7.4,0.2,3.38,0.2,3.7,,,48.23,109.45,510.4,981.03,34.85,,0.35
2020-09-20 11:00:00,2020-09-20 12:00:00,57.25,137.25,5.08,11.05,10.0,14.38,8.28,0.2,3.53,0.2,3.22,,,46.02,164.47,604.02,980.58,35.67,,0.3
2020-09-20 12:00:00,2020-09-20 13:00:00,62.0,141.0,5.2,10.17,9.7,12.8,8.03,0.2,3.88,0.2,2.47,,,41.28,242.45,613.47,979.77,36.55,,0.22
2020-09-20 13:00:00,2020-09-20 14:00:00,53.0,128.5,4.97,10.25,9.55,11.85,12.53,0.2,12.0,0.2,1.82,,,39.78,233.47,573.08,978.7,36.88,,0.18
2020-09-20 14:00:00,2020-09-20 15:00:00,44.25,118.0,4.52,10.65,9.38,15.02,12.52,0.2,3.3,0.12,2.1,,,41.28,258.55,480.57,977.92,37.2,,0.12
2020-09-20 15:00:00,2020-09-20 16:00:00,42.75,113.25,4.5,10.47,9.25,17.88,11.0,0.2,3.22,0.1,2.1,,,42.47,265.45,333.68,977.3,36.48,,0.1
2020-09-20 16:00:00,2020-09-20 17:00:00,39.5,102.5,4.65,11.48,9.88,18.8,10.8,0.2,1.62,0.12,1.92,,,46.32,232.95,163.7,976.8,35.22,,0.12
2020-09-20 17:00:00,2020-09-20 18:00:00,49.5,117.25,5.08,12.73,10.93,20.73,10.62,0.2,2.08,0.15,2.38,,,51.62,189.6,35.58,976.6,32.98,,0.23
2020-09-20 18:00:00,2020-09-20 19:00:00,49.75,134.75,5.98,16.42,13.6,23.63,9.93,0.2,2.17,0.18,4.03,,,60.0,71.42,4.97,976.88,30.18,,0.35
2020-09-20 19:00:00,2020-09-20 20:00:00,56.5,150.5,5.88,18.03,14.38,21.38,10.1,0.2,3.25,0.2,2.9,,,64.45,350.25,4.45,977.3,29.15,,0.45
2020-09-20 20:00:00,2020-09-20 21:00:00,61.5,155.5,5.53,16.38,13.25,18.05,8.8,0.2,4.03,0.2,2.8,,,67.17,338.52,4.47,977.85,28.58,,0.45
2020-09-20 21:00:00,2020-09-20 22:00:00,62.75,152.75,5.9,22.3,16.68,17.67,8.25,0.2,3.1,0.2,2.32,,,68.6,329.27,4.53,978.27,28.3,,0.55
2020-09-20 22:00:00,2020-09-20 23:00:00,62.0,136.0,5.0,16.07,12.65,15.3,7.57,0.2,3.7,0.2,2.08,,,70.1,313.25,4.55,978.62,27.93,,0.5
2020-09-20 23:00:00,2020-09-21 00:00:00,62.25,124.0,6.17,17.3,14.28,15.95,7.8,0.2,4.45,0.2,1.8,,,71.05,315.98,4.55,978.55,27.55,,0.38
2020-09-21 00:00:00,2020-09-21 01:00:00,61.5,112.75,6.72,24.97,18.8,15.45,8.12,0.2,3.77,0.18,1.67,,,71.55,315.68,4.45,978.43,27.27,,0.4
2020-09-21 01:00:00,2020-09-21 02:00:00,57.0,99.0,6.07,18.83,14.97,22.6,8.07,0.2,4.1,0.12,1.5,,,72.42,308.73,4.5,978.35,27.08,,0.3
2020-09-21 02:00:00,2020-09-21 03:00:00,56.0,96.0,6.05,22.75,17.0,24.7,8.15,0.2,5.82,0.15,1.52,,,72.67,321.23,4.45,978.05,26.88,,0.3
2020-09-21 03:00:00,2020-09-21 04:00:00,52.25,97.25,6.38,19.52,15.57,27.23,8.82,0.2,3.77,0.15,1.6,,,72.65,344.17,4.43,977.8,26.73,,0.3
2020-09-21 04:00:00,2020-09-21 05:00:00,50.75,103.25,6.32,22.2,16.98,25.6,8.53,0.2,3.47,0.17,1.8,,,73.22,348.83,4.47,977.98,26.45,,0.3
2020-09-21 05:00:00,2020-09-21 06:00:00,55.75,115.0,12.75,29.2,25.9,26.02,8.68,0.2,3.68,0.2,4.83,,,74.1,348.7,5.53,978.38,26.12,,0.3
2020-09-21 06:00:00,2020-09-21 07:00:00,61.0,125.5,9.65,22.23,19.68,19.4,8.32,0.2,4.05,0.22,7.25,,,72.35,321.33,42.95,978.88,26.67,,0.3
2020-09-21 07:00:00,2020-09-21 08:00:00,53.25,115.0,7.83,13.32,13.48,17.23,8.83,0.2,4.9,0.2,2.6,,,63.4,243.67,145.53,979.47,29.75,,0.3
2020-09-21 08:00:00,2020-09-21 09:00:00,60.25,134.5,6.35,13.17,12.15,16.05,9.62,0.2,3.97,0.3,4.1,,,56.27,224.95,304.58,980.0,32.1,,0.35
2020-09-21 09:00:00,2020-09-21 10:00:00,67.0,166.0,5.45,9.2,9.3,14.45,8.82,0.2,4.25,0.25,7.3,,,51.62,129.1,450.9,979.98,33.83,,0.38
2020-09-21 10:00:00,2020-09-21 11:00:00,58.0,166.0,5.0,8.55,8.53,14.38,8.03,0.2,4.45,0.2,3.98,,,47.9,82.22,518.85,979.77,35.05,,0.3
2020-09-21 11:00:00,2020-09-21 12:00:00,,,,,,,,,,,,,,,,,,,,
2020-09-21 12:00:00,2020-09-21 13:00:00,,,,,,,,,,,,,,,,,,,,
2020-09-21 13:00:00,2020-09-21 14:00:00,,,,,,,,,,,,,,,,,,,,
2020-09-21 14:00:00,2020-09-21 15:00:00,,,,,,,,,,,,,,,,,,,,
2020-09-21 15:00:00,2020-09-21 16:00:00,,,,,,,,,,,,,,,,,,,,
2020-09-21 16:00:00,2020-09-21 17:00:00,69.0,188.0,,,,,,,,,,,,52.0,202.3,96.35,975.6,33.65,,
2020-09-21 17:00:00,2020-09-21 18:00:00,41.0,110.0,3.6,5.2,5.7,9.7,14.3,0.2,,0.17,2.2,,,53.4,229.93,32.3,975.67,32.95,,0.2
2020-09-21 18:00:00,2020-09-21 19:00:00,42.25,122.5,4.67,15.5,12.08,10.12,13.5,0.2,,0.15,1.57,,,58.42,150.5,4.95,975.97,31.12,,0.38
2020-09-21 19:00:00,2020-09-21 20:00:00,49.25,168.25,5.3,24.5,17.38,,14.73,0.2,,0.2,3.65,,,62.85,190.1,4.43,976.45,29.85,,0.9
2020-09-21 20:00:00,2020-09-21 21:00:00,69.5,203.0,5.88,31.15,21.38,12.5,15.03,0.2,,0.28,5.2,,,65.85,341.77,4.5,977.23,29.25,,0.95
2020-09-21 21:00:00,2020-09-21 22:00:00,90.25,213.75,6.17,24.8,18.25,11.53,14.6,0.2,,0.25,4.38,,,67.27,298.07,4.5,977.9,28.8,,1.35
