From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2019-05-19 03:00:00,2019-05-19 04:00:00,164.25,280.75,1.2,71.73,39.15,64.4,26.27,0.06,8.18,0.57,1.7,27.95,64.0,1.07,16.5,21.0,739.0,0.12,26.52,0.0
2019-05-19 04:00:00,2019-05-19 05:00:00,137.75,239.75,1.9,68.65,38.08,59.55,24.8,0.0,9.88,0.55,2.47,27.98,65.25,1.08,13.75,21.0,739.0,0.17,26.02,0.0
2019-05-19 05:00:00,2019-05-19 06:00:00,135.25,243.75,2.83,72.82,41.02,59.62,21.43,0.0,8.28,0.62,3.93,28.02,67.25,0.65,14.25,22.25,739.25,0.28,25.5,0.0
2019-05-19 06:00:00,2019-05-19 07:00:00,125.5,233.0,4.75,65.65,38.78,57.55,22.25,1.61,9.43,0.7,4.4,27.95,67.75,0.72,16.5,53.25,740.0,0.3,25.98,0.0
2019-05-19 07:00:00,2019-05-19 08:00:00,109.75,205.25,6.97,66.03,40.8,55.5,26.77,2.5,9.75,0.55,3.62,27.58,62.25,1.12,19.0,125.0,740.75,0.25,27.72,0.0
2019-05-19 08:00:00,2019-05-19 09:00:00,99.5,178.0,5.62,58.15,35.5,53.88,30.52,2.84,19.2,0.43,2.33,27.52,56.5,1.55,22.0,211.5,741.0,0.12,29.35,0.0
2019-05-19 09:00:00,2019-05-19 10:00:00,87.75,158.0,4.43,49.7,30.07,52.4,29.13,0.3,38.2,0.33,1.5,27.53,50.25,1.7,21.75,294.5,741.0,0.08,31.05,0.0
2019-05-19 10:00:00,2019-05-19 11:00:00,81.5,157.25,2.2,36.1,21.0,52.9,26.5,0.0,48.1,0.3,1.25,27.8,44.0,1.85,25.5,360.25,741.0,0.0,32.72,0.0
2019-05-19 11:00:00,2019-05-19 12:00:00,72.5,143.25,1.7,33.12,18.98,50.5,23.2,0.81,59.75,0.27,1.25,28.12,40.25,1.93,27.25,401.25,741.0,0.0,34.0,0.0
2019-05-19 12:00:00,2019-05-19 13:00:00,64.75,132.0,1.5,29.95,17.18,47.77,19.15,0.45,60.78,0.2,1.02,28.6,35.5,1.95,24.5,399.75,740.5,0.0,35.1,0.0
2019-05-19 13:00:00,2019-05-19 14:00:00,54.75,122.0,1.28,28.47,16.18,45.55,16.62,0.37,62.28,0.2,1.1,28.93,33.25,1.9,22.25,366.25,740.0,0.0,36.08,0.0
2019-05-19 14:00:00,2019-05-19 15:00:00,53.25,117.75,0.98,25.45,14.35,42.12,14.15,0.76,65.1,0.18,0.85,29.35,31.5,1.97,20.5,306.5,739.25,0.0,36.45,0.0
2019-05-19 15:00:00,2019-05-19 16:00:00,51.0,117.5,0.95,23.35,13.18,40.5,13.97,0.14,67.72,0.17,0.8,29.8,31.5,2.1,18.0,236.75,739.0,0.0,36.7,0.0
2019-05-19 16:00:00,2019-05-19 17:00:00,50.75,127.0,0.78,26.12,14.53,37.75,12.7,0.0,63.45,0.15,0.93,30.15,30.0,1.97,16.75,160.0,738.25,0.0,36.62,0.0
2019-05-19 17:00:00,2019-05-19 18:00:00,48.25,125.0,0.32,33.4,18.02,34.43,11.53,0.0,54.28,0.15,1.02,30.25,28.75,2.25,14.5,89.25,738.0,0.0,36.12,0.0
2019-05-19 18:00:00,2019-05-19 19:00:00,43.0,128.25,0.82,53.82,29.3,30.73,9.03,1.15,40.33,0.2,1.77,30.1,29.75,1.1,14.5,34.0,738.25,0.12,34.95,0.0
2019-05-19 19:00:00,2019-05-19 20:00:00,44.25,131.75,0.57,85.4,45.92,29.75,8.97,0.05,23.07,0.35,3.2,29.58,32.0,0.53,13.75,21.0,739.0,0.33,33.33,0.0
2019-05-19 20:00:00,2019-05-19 21:00:00,49.5,142.75,0.68,102.72,55.2,30.23,9.15,0.0,12.38,0.5,4.88,29.02,35.0,0.4,11.75,21.0,739.5,0.7,32.17,0.0
2019-05-19 21:00:00,2019-05-19 22:00:00,58.5,162.5,27.48,124.35,88.5,29.8,10.8,2.52,4.95,0.7,6.45,28.43,38.75,0.3,9.0,21.0,740.0,1.27,30.98,0.0
2019-05-19 22:00:00,2019-05-19 23:00:00,77.25,213.25,77.27,129.98,131.95,33.25,16.23,2.58,5.05,1.0,8.2,28.0,42.75,0.3,25.25,21.0,741.0,1.95,30.02,0.0
2019-05-19 23:00:00,2019-05-20 00:00:00,96.0,264.75,69.88,137.95,130.18,35.23,20.2,2.62,6.72,1.12,10.0,27.82,43.0,0.45,12.0,21.0,741.0,2.38,30.23,0.0
2019-05-20 00:00:00,2019-05-20 01:00:00,102.5,267.5,92.3,119.18,138.47,35.67,17.85,4.1,9.0,1.15,10.28,27.72,49.0,0.5,7.0,21.0,741.0,2.62,29.35,0.0
2019-05-20 01:00:00,2019-05-20 02:00:00,97.33,252.0,149.43,114.83,182.57,38.63,15.63,5.03,6.05,,,27.87,54.67,0.37,6.67,21.0,740.0,,27.7,0.0
2019-05-20 02:00:00,2019-05-20 03:00:00,101.0,245.67,196.07,58.53,190.53,28.47,14.8,1.62,9.37,,,27.93,58.33,0.4,15.0,21.0,740.0,,26.9,0.0
2019-05-20 03:00:00,2019-05-20 04:00:00,101.25,235.75,167.75,108.62,194.18,45.85,15.33,8.07,7.43,,,27.88,62.0,0.4,1.75,21.0,739.75,,26.6,0.0
2019-05-20 04:00:00,2019-05-20 05:00:00,108.75,250.0,204.8,94.33,216.68,46.08,14.92,6.24,9.95,,,27.88,69.75,0.35,1.67,20.75,739.5,,25.4,0.0
2019-05-20 05:00:00,2019-05-20 06:00:00,114.25,247.25,147.57,110.57,178.77,68.07,15.65,6.09,8.2,,,27.88,59.25,0.88,10.75,22.25,740.5,,27.0,0.0
2019-05-20 06:00:00,2019-05-20 07:00:00,158.25,322.25,57.42,114.78,107.7,103.02,54.17,3.4,5.23,,,27.8,53.5,0.8,11.25,50.0,741.0,,27.42,0.0
2019-05-20 07:00:00,2019-05-20 08:00:00,267.75,423.5,30.32,108.28,82.25,107.48,87.58,4.05,5.22,,,27.45,48.25,0.75,7.75,121.25,741.5,,29.45,0.0
2019-05-20 08:00:00,2019-05-20 09:00:00,256.5,425.75,12.47,91.88,59.0,86.18,58.48,1.89,8.4,,,27.12,45.5,1.52,14.0,208.75,742.0,,31.6,0.0
2019-05-20 09:00:00,2019-05-20 10:00:00,148.25,296.75,7.53,81.93,49.7,77.2,44.3,1.93,3.4,0.7,5.7,27.82,41.5,1.55,9.0,288.0,742.0,1.8,34.03,0.0
2019-05-20 10:00:00,2019-05-20 11:00:00,99.25,238.0,2.5,50.2,28.7,77.9,25.0,0.0,3.92,,,28.98,35.75,1.7,,347.25,742.0,,36.2,0.0
2019-05-20 11:00:00,2019-05-20 12:00:00,70.25,185.5,1.72,37.62,21.4,67.02,17.68,0.24,4.05,,,29.73,29.0,2.18,,389.0,741.5,,37.75,0.0
2019-05-20 12:00:00,2019-05-20 13:00:00,51.33,166.67,1.13,24.97,14.17,54.73,16.4,2.58,3.83,,,30.4,26.67,2.37,,393.67,741.0,,38.47,0.0
2019-05-20 13:00:00,2019-05-20 14:00:00,46.5,160.25,0.83,22.12,12.45,51.6,14.5,0.3,3.3,,,31.05,26.0,2.65,,356.5,740.25,,39.0,0.0
2019-05-20 14:00:00,2019-05-20 15:00:00,46.5,166.0,0.78,20.73,11.65,44.68,10.6,0.0,3.58,,,31.65,25.0,2.62,,320.5,739.5,,39.17,0.0
2019-05-20 15:00:00,2019-05-20 16:00:00,52.75,142.0,0.97,19.67,11.22,41.3,9.35,0.0,3.77,,,32.05,24.0,2.28,,255.75,738.75,,39.42,0.0
2019-05-20 16:00:00,2019-05-20 17:00:00,31.0,133.0,0.67,19.53,10.93,38.77,7.8,0.0,4.13,,,32.6,23.33,1.97,,181.67,738.0,,39.27,0.0
2019-05-20 17:00:00,2019-05-20 18:00:00,34.75,123.5,1.23,28.23,16.0,36.17,7.9,0.0,3.7,,,31.6,24.5,1.02,,86.5,738.0,,38.58,0.0
2019-05-20 18:00:00,2019-05-20 19:00:00,35.25,120.75,1.43,64.55,35.47,34.17,9.47,0.0,4.0,,,31.55,27.5,0.62,,36.5,738.0,,37.17,0.0
2019-05-20 19:00:00,2019-05-20 20:00:00,42.0,157.67,1.17,112.53,60.83,34.63,10.93,0.0,3.93,,,31.27,31.33,0.93,,21.0,738.67,,35.4,0.0
2019-05-20 20:00:00,2019-05-20 21:00:00,49.5,186.0,9.0,122.8,72.6,34.25,11.17,0.0,3.45,,,30.62,34.0,0.77,,21.0,739.0,,34.35,0.0
2019-05-20 21:00:00,2019-05-20 22:00:00,58.67,213.33,39.27,127.83,99.93,38.07,16.7,0.03,3.9,,,29.93,38.33,0.77,,21.0,739.67,,32.73,0.0
2019-05-20 22:00:00,2019-05-20 23:00:00,66.0,244.75,13.75,108.65,69.0,34.8,16.92,2.39,3.9,,,29.3,39.5,0.47,,21.0,740.0,,32.23,0.0
2019-05-20 23:00:00,2019-05-21 00:00:00,57.0,189.33,16.33,110.1,71.9,35.73,14.07,2.24,3.87,,,28.77,41.67,0.57,,21.0,739.33,,31.5,0.0
2019-05-21 00:00:00,2019-05-21 01:00:00,50.25,179.25,30.3,104.25,80.07,36.43,13.13,0.0,3.7,,,29.02,42.0,0.55,,21.0,739.0,,31.25,0.0
2019-05-21 01:00:00,2019-05-21 02:00:00,54.5,183.5,74.9,106.9,117.75,39.05,13.82,0.0,83.25,,,28.1,46.0,0.75,,21.0,739.0,,30.52,0.0
2019-05-21 02:00:00,2019-05-21 03:00:00,87.5,230.75,166.68,34.48,153.85,25.58,13.95,1.71,3.6,,,27.7,48.0,0.98,,21.0,738.0,,29.92,0.0
2019-05-21 03:00:00,2019-05-21 04:00:00,139.5,269.75,25.1,82.68,64.38,50.67,39.77,3.07,3.55,,,27.65,49.75,0.85,,21.0,738.0,,29.1,0.0
2019-05-21 04:00:00,2019-05-21 05:00:00,176.75,310.0,16.07,70.9,50.77,49.23,45.85,1.62,3.17,,,27.35,51.5,0.8,,21.0,738.5,,28.68,0.0
2019-05-21 05:00:00,2019-05-21 06:00:00,179.0,326.25,23.98,83.4,63.85,46.95,37.78,0.72,3.85,,,27.15,53.0,0.57,,22.75,739.0,,28.3,0.0
2019-05-21 06:00:00,2019-05-21 07:00:00,157.25,277.75,34.95,82.45,72.28,45.35,32.65,0.14,3.18,,,26.95,51.75,0.65,,50.0,739.5,,28.83,0.0
2019-05-21 07:00:00,2019-05-21 08:00:00,142.0,280.5,22.48,79.22,60.43,48.5,38.38,0.8,3.85,,,26.9,45.0,1.05,,119.5,740.0,,30.63,0.0
2019-05-21 08:00:00,2019-05-21 09:00:00,126.0,262.33,8.8,77.27,48.27,49.37,42.63,5.83,3.65,,,27.27,41.0,1.53,,196.67,740.0,,32.07,0.0
2019-05-21 09:00:00,2019-05-21 10:00:00,110.75,231.75,5.3,61.47,37.0,47.93,43.27,4.36,3.8,,,27.8,36.25,1.68,,278.0,740.5,,34.08,0.0
2019-05-21 10:00:00,2019-05-21 11:00:00,86.25,203.25,2.7,69.6,39.2,48.3,33.8,0.0,4.33,,,28.85,32.25,1.42,,334.25,740.75,,36.27,0.0
2019-05-21 11:00:00,2019-05-21 12:00:00,72.67,192.0,1.23,40.53,22.57,47.17,24.47,0.19,3.9,,,30.0,26.67,1.77,,386.33,740.0,,38.4,0.0
2019-05-21 12:00:00,2019-05-21 13:00:00,59.75,168.25,0.77,29.15,16.15,44.73,18.55,0.0,4.3,,,30.75,25.25,1.67,,378.25,740.0,,39.33,0.0
2019-05-21 13:00:00,2019-05-21 14:00:00,50.0,145.0,0.62,21.27,11.82,41.98,12.48,0.0,3.97,,,31.57,24.0,1.8,,367.75,739.0,,39.95,0.0
2019-05-21 14:00:00,2019-05-21 15:00:00,42.33,132.33,0.67,20.93,11.67,39.97,10.47,0.22,4.23,,,32.33,24.0,1.9,,293.0,738.33,,40.1,0.0
2019-05-21 15:00:00,2019-05-21 16:00:00,42.75,137.75,1.38,26.83,15.38,38.27,8.7,0.41,3.98,,,33.17,23.0,1.4,,229.75,737.25,,40.52,0.0
2019-05-21 16:00:00,2019-05-21 17:00:00,38.0,123.0,1.3,28.67,16.3,37.37,7.1,1.38,3.83,,,33.83,24.0,1.43,,155.0,736.67,,40.17,0.0
2019-05-21 17:00:00,2019-05-21 18:00:00,41.75,133.25,1.05,45.65,25.15,36.75,7.15,2.05,4.17,,,34.3,25.75,1.12,,88.0,736.0,,39.73,0.0
2019-05-21 18:00:00,2019-05-21 19:00:00,43.5,176.0,3.65,90.97,51.37,32.67,8.7,1.85,3.68,,,33.05,27.75,1.12,,38.0,737.0,,38.42,0.0
2019-05-21 19:00:00,2019-05-21 20:00:00,50.75,225.75,1.32,40.35,22.52,34.52,9.4,4.13,3.22,,,32.83,30.5,1.95,,20.75,737.5,,36.08,0.0
2019-05-21 20:00:00,2019-05-21 21:00:00,48.5,197.75,0.8,34.4,18.95,33.62,9.45,0.0,3.15,,,32.2,35.5,0.82,,21.0,738.0,,33.77,0.0
2019-05-21 21:00:00,2019-05-21 22:00:00,45.0,157.0,0.7,55.58,30.1,33.38,9.92,0.0,3.38,,,31.47,40.0,0.3,,21.0,738.0,,32.2,0.0
2019-05-21 22:00:00,2019-05-21 23:00:00,49.75,176.75,12.9,103.62,65.6,32.73,10.53,0.0,3.58,,,30.75,42.0,0.3,,21.0,738.0,,32.05,0.0
2019-05-21 23:00:00,2019-05-22 00:00:00,55.0,190.25,18.48,103.0,69.83,34.88,12.48,0.58,3.28,,,30.23,43.75,0.32,,21.0,738.0,,31.4,0.0
2019-05-22 00:00:00,2019-05-22 01:00:00,53.25,180.25,22.8,107.58,75.75,33.82,12.0,4.45,3.65,,,29.78,43.0,0.78,,21.0,738.0,,31.7,0.0
2019-05-22 01:00:00,2019-05-22 02:00:00,51.0,152.25,7.55,87.55,52.7,39.9,12.72,2.12,64.13,,,29.12,44.5,1.2,,21.0,737.0,,31.3,0.0
2019-05-22 02:00:00,2019-05-22 03:00:00,57.25,139.25,150.53,30.25,138.45,19.35,5.85,0.55,3.67,,,28.8,50.0,0.43,,21.0,737.5,,29.52,0.0
2019-05-22 03:00:00,2019-05-22 04:00:00,49.0,143.0,17.73,77.9,55.9,32.67,12.03,3.03,2.97,,,28.73,50.0,0.3,,21.0,737.0,,29.27,0.0
2019-05-22 04:00:00,2019-05-22 05:00:00,60.5,177.75,21.18,74.75,56.98,33.75,12.8,2.03,3.4,,,28.55,56.75,0.3,,21.0,737.0,,27.55,0.0
2019-05-22 05:00:00,2019-05-22 06:00:00,63.75,170.0,27.0,75.2,61.95,37.35,13.13,2.49,3.55,,,28.27,54.0,0.38,,22.75,737.0,,28.77,0.0
2019-05-22 06:00:00,2019-05-22 07:00:00,100.33,222.0,63.1,71.7,89.4,43.6,19.67,2.05,3.97,,,28.37,57.33,0.97,,27.67,738.0,,28.73,0.0
2019-05-22 07:00:00,2019-05-22 08:00:00,113.75,261.0,13.02,62.78,44.0,43.75,23.33,1.27,3.33,,,28.4,51.5,1.5,,54.25,739.0,,29.73,0.0
2019-05-22 08:00:00,2019-05-22 09:00:00,67.0,210.0,14.47,61.17,44.3,45.5,17.9,1.27,3.6,,,28.53,47.67,1.37,,77.33,739.0,,30.93,0.0
2019-05-22 09:00:00,2019-05-22 10:00:00,52.25,223.0,17.47,72.07,52.53,48.5,17.5,2.45,3.9,,,29.0,46.5,1.35,,87.25,739.0,,31.73,0.0
2019-05-22 10:00:00,2019-05-22 11:00:00,52.0,266.0,17.2,78.3,55.6,57.5,16.0,4.49,4.0,,,29.85,46.25,1.52,,137.5,739.0,,32.47,0.0
2019-05-22 11:00:00,2019-05-22 12:00:00,57.25,280.25,13.18,70.2,48.05,58.8,14.67,3.69,3.98,,,30.62,44.25,1.78,,162.0,738.75,,33.6,0.0
2019-05-22 12:00:00,2019-05-22 13:00:00,58.0,278.75,7.53,70.78,43.77,94.07,19.98,3.25,4.8,,,35.83,41.0,0.9,,158.0,738.0,,35.25,0.0
2019-05-22 13:00:00,2019-05-22 14:00:00,63.25,245.0,3.88,58.15,34.05,65.0,13.2,2.22,2.58,,,34.42,38.5,1.35,,139.75,737.5,,35.97,0.0
2019-05-22 14:00:00,2019-05-22 15:00:00,51.0,220.25,1.48,41.8,23.42,40.88,13.6,1.16,3.65,,,29.12,38.0,0.85,,110.75,736.75,,36.25,0.0
2019-05-22 15:00:00,2019-05-22 16:00:00,49.25,216.75,1.55,37.35,21.12,42.0,15.65,1.04,3.05,,,31.03,32.75,1.0,,208.5,736.0,,37.65,0.0
2019-05-22 16:00:00,2019-05-22 17:00:00,49.75,173.5,1.27,30.48,17.23,41.25,11.65,1.21,4.15,,,30.82,29.0,1.15,,171.75,735.0,,38.55,0.0
2019-05-22 17:00:00,2019-05-22 18:00:00,40.33,137.33,1.03,28.6,16.03,34.53,9.4,1.11,3.33,,,28.4,28.33,0.47,,95.67,735.0,,38.93,0.0
2019-05-22 18:00:00,2019-05-22 19:00:00,44.5,154.75,2.17,89.55,49.4,29.35,10.73,0.9,3.72,,,26.68,32.0,0.3,,34.75,735.0,,37.17,0.0
2019-05-22 19:00:00,2019-05-22 20:00:00,63.0,237.5,38.12,149.48,110.5,38.33,17.1,1.22,3.2,,,27.95,40.0,0.3,,21.0,735.25,,34.17,0.0
2019-05-22 20:00:00,2019-05-22 21:00:00,95.25,357.25,24.18,136.43,92.2,39.35,22.6,0.31,3.62,,,28.77,42.0,0.3,,21.0,736.0,,33.05,0.0
2019-05-22 21:00:00,2019-05-22 22:00:00,122.25,381.75,44.97,116.5,98.52,43.5,22.33,1.28,3.95,,,29.32,47.5,0.33,,21.0,736.75,,31.77,0.0
2019-05-22 22:00:00,2019-05-22 23:00:00,115.5,374.75,26.45,112.85,81.55,40.2,14.9,0.9,4.0,,,29.62,44.75,0.3,,21.0,737.0,,31.7,0.0
2019-05-22 23:00:00,2019-05-23 00:00:00,72.67,239.33,40.37,115.47,94.2,40.43,11.23,0.47,4.0,,,29.43,46.33,0.3,,21.0,736.67,,31.4,0.0
2019-05-23 00:00:00,2019-05-23 01:00:00,66.75,214.75,53.27,110.35,102.0,39.85,9.22,5.76,4.0,,,29.45,47.25,0.33,,21.0,736.0,,31.18,0.0
2019-05-23 01:00:00,2019-05-23 02:00:00,63.0,193.0,67.5,122.27,119.87,43.1,10.4,5.75,168.1,,,28.43,45.33,0.7,,21.0,735.67,,31.37,0.0
2019-05-23 02:00:00,2019-05-23 03:00:00,63.25,197.5,176.45,38.85,164.1,29.15,6.6,1.5,1.88,,,28.7,50.5,0.3,,21.0,735.0,,30.28,0.0
2019-05-23 03:00:00,2019-05-23 04:00:00,79.75,243.5,154.48,102.7,180.2,46.2,13.9,4.73,3.85,,,29.15,53.75,0.4,,21.0,735.0,,29.83,0.0
2019-05-23 04:00:00,2019-05-23 05:00:00,92.5,244.75,148.82,88.4,168.0,46.4,15.35,1.11,3.92,,,29.57,56.75,0.38,,21.0,735.0,,29.35,0.0
2019-05-23 05:00:00,2019-05-23 06:00:00,101.75,233.75,96.08,84.92,123.3,55.42,21.18,1.86,3.83,,,29.95,54.25,0.53,,24.5,735.25,,29.3,0.0
2019-05-23 06:00:00,2019-05-23 07:00:00,122.75,273.75,119.18,89.02,144.25,62.33,24.07,0.0,3.97,,,29.85,58.75,0.4,,38.5,736.25,,28.82,0.0
2019-05-23 07:00:00,2019-05-23 08:00:00,163.5,360.75,43.07,119.15,98.43,80.95,42.7,0.0,3.35,,,29.9,52.25,0.47,,73.5,737.0,,30.27,0.0
2019-05-23 08:00:00,2019-05-23 09:00:00,209.5,446.75,29.25,121.05,88.12,90.48,48.92,1.21,3.47,,,29.5,45.25,0.9,,179.0,737.0,,33.02,0.0
2019-05-23 09:00:00,2019-05-23 10:00:00,144.25,337.5,9.53,76.47,48.4,82.2,43.53,0.05,3.8,,,29.2,35.25,1.33,,250.75,737.0,,35.82,0.0
2019-05-23 10:00:00,2019-05-23 11:00:00,85.5,228.0,2.8,65.2,37.0,73.7,40.8,0.0,3.25,,,29.32,35.25,1.58,,237.75,737.25,,36.77,0.0
2019-05-23 11:00:00,2019-05-23 12:00:00,78.0,228.0,1.4,49.17,27.27,71.8,57.57,0.67,3.47,,,29.57,36.0,1.67,,274.67,738.0,,36.33,0.0
2019-05-23 12:00:00,2019-05-23 13:00:00,99.0,257.0,0.72,31.35,17.27,66.42,42.33,1.31,3.18,,,29.38,31.75,1.5,,372.25,737.0,,38.17,0.0
2019-05-23 13:00:00,2019-05-23 14:00:00,82.67,221.67,0.77,26.4,14.67,61.57,33.97,0.0,3.6,,,29.7,29.67,1.8,,349.0,736.33,,39.1,0.0
2019-05-23 14:00:00,2019-05-23 15:00:00,75.5,203.75,0.7,25.92,14.35,59.4,31.68,0.0,3.45,0.47,1.77,30.32,28.5,1.35,,298.75,735.5,0.15,39.72,0.0
2019-05-23 15:00:00,2019-05-23 16:00:00,76.67,197.0,0.4,24.97,13.47,53.1,25.13,0.0,2.7,0.8,2.57,30.8,28.0,1.37,,233.0,734.67,0.1,39.93,0.0
2019-05-23 16:00:00,2019-05-23 17:00:00,70.25,193.0,0.43,24.95,13.62,48.47,22.62,0.0,2.77,,,30.88,28.5,1.1,,121.0,734.0,,39.7,0.0
2019-05-23 17:00:00,2019-05-23 18:00:00,73.67,212.0,0.53,61.57,33.2,44.33,22.33,0.0,3.67,0.45,1.75,30.97,32.33,0.47,,34.33,734.33,0.05,38.13,0.0
2019-05-23 18:00:00,2019-05-23 19:00:00,79.0,270.5,1.2,82.35,44.78,43.0,18.5,0.0,3.88,,,30.82,50.5,3.15,,19.75,736.5,,32.08,0.0
2019-05-23 19:00:00,2019-05-23 20:00:00,,267.67,1.27,68.17,37.27,39.07,9.43,0.0,3.63,0.2,1.1,30.9,67.33,3.43,,20.0,737.33,0.1,27.53,0.0
2019-05-23 20:00:00,2019-05-23 21:00:00,,67.5,0.85,55.62,30.27,40.25,9.65,0.0,4.15,,,30.58,59.0,1.05,,20.0,736.25,,28.5,0.25
2019-05-23 21:00:00,2019-05-23 22:00:00,,71.75,3.25,63.45,36.4,39.73,9.7,0.0,3.7,0.17,2.0,30.43,62.25,0.6,,20.0,737.0,0.13,28.05,0.0
2019-05-23 22:00:00,2019-05-23 23:00:00,,79.25,2.0,47.85,27.1,40.85,9.98,0.0,3.75,0.3,3.07,30.25,60.0,0.35,,20.0,737.0,0.22,28.17,0.0
2019-05-23 23:00:00,2019-05-24 00:00:00,,81.5,1.47,43.27,24.25,44.03,9.1,1.53,3.9,0.4,4.1,29.98,58.5,0.43,,20.0,737.0,0.3,28.45,0.0
2019-05-24 00:00:00,2019-05-24 01:00:00,,100.75,3.48,43.77,26.12,44.7,12.02,0.0,3.98,0.4,4.1,29.73,58.25,0.77,,20.0,737.0,0.3,28.68,0.0
2019-05-24 01:00:00,2019-05-24 02:00:00,,115.33,39.07,82.9,75.87,44.43,11.97,0.04,4.0,0.4,4.1,28.83,69.33,0.37,38.0,20.0,736.0,0.3,27.47,0.0
2019-05-24 02:00:00,2019-05-24 03:00:00,,115.0,162.15,28.82,147.12,30.35,6.4,0.01,4.17,0.4,4.1,29.5,70.75,0.47,63.75,20.0,736.0,0.3,27.25,0.0
2019-05-24 03:00:00,2019-05-24 04:00:00,,129.75,62.6,74.78,90.65,50.08,10.45,0.26,4.12,0.4,4.1,29.8,69.75,0.65,60.75,20.0,736.0,0.3,27.77,0.0
2019-05-24 04:00:00,2019-05-24 05:00:00,,139.5,31.27,74.45,65.03,60.57,24.32,0.0,3.8,0.4,4.1,29.83,70.75,1.67,58.75,20.0,736.0,0.3,27.43,0.0
2019-05-24 05:00:00,2019-05-24 06:00:00,,168.5,20.15,72.5,54.98,67.25,38.45,0.0,3.55,0.4,4.1,29.8,72.5,0.53,27.75,21.75,736.5,0.3,26.7,0.0
2019-05-24 06:00:00,2019-05-24 07:00:00,,170.5,44.58,63.7,70.12,74.6,37.52,0.02,4.28,0.4,4.1,29.8,76.5,0.57,22.5,43.75,737.5,0.3,26.55,0.0
2019-05-24 07:00:00,2019-05-24 08:00:00,,192.67,20.27,79.97,59.03,84.8,45.4,0.0,3.47,0.4,4.1,29.87,65.0,2.27,31.33,124.0,739.0,0.3,28.47,0.0
2019-05-24 08:00:00,2019-05-24 09:00:00,,180.0,6.57,41.7,27.53,89.77,46.0,0.0,3.7,0.4,4.1,29.83,58.0,2.13,36.33,183.33,739.0,0.3,29.4,0.0
2019-05-24 09:00:00,2019-05-24 10:00:00,,177.25,3.37,24.67,15.83,79.57,27.47,0.0,3.3,0.4,4.1,29.57,57.25,3.15,36.25,268.5,740.0,0.3,29.22,0.0
2019-05-24 10:00:00,2019-05-24 11:00:00,,162.75,2.0,19.0,11.7,72.6,15.6,9.31,3.48,,,29.93,56.5,3.62,29.25,328.25,740.5,,29.27,0.0
2019-05-24 11:00:00,2019-05-24 12:00:00,,162.75,2.35,18.43,11.7,68.5,14.5,4.62,3.85,,,29.93,53.0,3.27,33.0,317.0,740.0,,30.07,0.0
2019-05-24 12:00:00,2019-05-24 13:00:00,,127.75,1.75,19.7,11.9,63.65,13.47,5.42,3.52,,,29.75,50.0,2.8,22.75,267.75,740.0,,30.95,0.0
2019-05-24 13:00:00,2019-05-24 14:00:00,,92.75,1.65,19.7,11.82,59.85,12.55,0.0,3.47,,,29.8,49.0,2.88,22.5,278.25,739.5,,31.02,0.0
2019-05-24 14:00:00,2019-05-24 15:00:00,,78.25,2.05,20.48,12.57,54.62,12.55,3.75,3.4,,,29.55,46.5,2.52,4.25,322.5,738.0,,32.05,0.0
2019-05-24 15:00:00,2019-05-24 16:00:00,,77.0,2.17,23.7,14.37,50.5,11.5,3.02,3.87,,,29.47,43.0,1.8,1.33,248.67,737.0,,33.73,0.0
2019-05-24 16:00:00,2019-05-24 17:00:00,,87.5,1.65,26.55,15.47,49.0,18.2,1.74,3.65,,,29.65,47.5,2.02,,167.0,737.0,,32.85,0.0
2019-05-24 17:00:00,2019-05-24 18:00:00,,97.0,1.7,37.85,21.52,48.05,14.08,0.59,3.45,,,30.1,50.0,1.27,,86.75,737.0,,32.22,0.0
2019-05-24 18:00:00,2019-05-24 19:00:00,,106.0,0.83,44.63,24.4,49.8,13.7,1.1,3.5,,,30.23,53.0,1.17,,36.67,737.0,,31.67,0.0
2019-05-24 19:00:00,2019-05-24 20:00:00,,109.0,0.75,59.42,32.2,45.97,12.95,2.12,3.7,,,29.88,53.0,1.0,,21.25,737.0,,30.95,0.0
2019-05-24 20:00:00,2019-05-24 21:00:00,,105.33,0.9,72.1,39.07,42.87,12.23,1.22,3.93,,,29.37,55.33,0.87,,21.0,738.0,,30.27,0.0
2019-05-24 21:00:00,2019-05-24 22:00:00,,118.0,6.15,103.15,59.88,41.12,12.62,2.88,3.85,,,29.25,56.75,0.73,,21.0,738.0,,29.77,0.0
2019-05-24 22:00:00,2019-05-24 23:00:00,,130.75,21.48,103.72,72.65,40.75,11.75,0.09,4.3,,,29.2,59.75,0.97,,21.0,738.0,,29.25,0.0
2019-05-24 23:00:00,2019-05-25 00:00:00,,151.0,24.05,106.0,75.95,40.05,11.6,0.0,3.95,,,29.15,62.0,1.15,,21.0,738.0,,28.8,0.0
2019-05-25 00:00:00,2019-05-25 01:00:00,,146.5,1.18,61.1,33.45,43.98,12.53,3.32,3.53,,,29.2,63.0,1.35,,21.0,738.0,,28.47,0.0
