From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2019-02-18 21:00:00,2019-02-18 22:00:00,119.0,208.0,10.38,35.2,45.62,44.83,9.4,1.02,6.15,1.7,,0.4,,19.68,60.75,0.15,297.65,18.95,0.7,,0.12
2019-02-18 22:00:00,2019-02-18 23:00:00,136.0,191.0,11.02,29.48,40.5,46.57,7.12,0.88,6.6,2.15,,0.4,,19.38,63.42,0.2,312.38,18.93,0.7,,0.0
2019-02-18 23:00:00,2019-02-19 00:00:00,110.0,219.0,11.57,27.48,39.12,47.52,6.45,0.93,5.67,2.23,,0.62,,18.77,65.23,0.17,327.0,19.12,0.8,,0.0
2019-02-19 00:00:00,2019-02-19 01:00:00,127.0,179.0,13.43,25.1,38.58,48.08,6.3,1.0,3.33,2.45,,0.9,,17.88,68.38,0.17,324.0,18.77,0.93,,0.0
2019-02-19 01:00:00,2019-02-19 02:00:00,136.0,164.0,14.45,24.62,39.1,50.88,5.65,0.93,3.95,2.45,,0.97,,17.48,69.57,0.2,310.38,18.9,1.02,,0.0
2019-02-19 02:00:00,2019-02-19 03:00:00,128.0,173.0,15.35,26.25,41.65,51.83,5.7,0.93,3.15,2.25,,0.9,,16.45,72.6,0.15,324.48,19.07,1.0,,0.0
2019-02-19 03:00:00,2019-02-19 04:00:00,141.0,294.0,14.52,26.6,41.17,52.53,5.57,0.95,3.15,2.23,,1.05,,16.57,73.25,0.23,325.38,18.98,1.08,,0.25
2019-02-19 04:00:00,2019-02-19 05:00:00,162.0,216.0,14.73,24.45,39.27,51.73,5.53,0.98,3.23,2.65,,1.33,,15.65,75.78,0.15,320.55,18.75,1.15,,0.0
2019-02-19 05:00:00,2019-02-19 06:00:00,143.0,240.0,13.63,24.07,37.8,51.67,5.6,1.0,3.15,2.45,,1.2,,15.48,76.55,0.15,330.2,18.7,1.0,,0.0
2019-02-19 06:00:00,2019-02-19 07:00:00,165.0,216.0,14.3,23.3,37.65,50.88,5.55,0.95,2.45,2.83,,1.23,,15.1,75.9,0.1,307.12,18.92,1.02,,0.0
2019-02-19 07:00:00,2019-02-19 08:00:00,201.0,248.0,17.35,23.73,41.1,53.73,6.52,1.17,2.65,3.0,,1.08,,15.63,74.5,0.1,291.6,34.7,1.0,,0.12
2019-02-19 08:00:00,2019-02-19 09:00:00,251.0,300.0,28.05,29.2,57.27,49.45,26.83,1.98,3.52,4.58,,1.85,,20.0,62.98,0.2,272.93,81.2,1.1,,0.25
2019-02-19 09:00:00,2019-02-19 10:00:00,719.0,885.0,21.45,64.28,85.72,44.08,102.7,2.1,7.9,13.7,,4.05,,23.95,39.92,0.62,174.2,125.85,1.88,,0.25
2019-02-19 10:00:00,2019-02-19 11:00:00,132.0,278.0,11.6,52.3,63.98,44.3,45.12,1.6,13.7,10.97,,1.92,,26.25,40.1,1.02,189.7,319.82,1.47,,0.0
2019-02-19 11:00:00,2019-02-19 12:00:00,80.0,148.0,7.23,43.72,51.0,40.55,35.85,1.03,17.82,6.97,,1.27,,28.48,33.48,1.15,180.18,478.57,0.93,,0.0
2019-02-19 12:00:00,2019-02-19 13:00:00,58.0,114.0,5.42,36.9,42.38,35.5,22.87,0.55,19.43,6.8,,0.82,,30.65,25.0,1.03,171.78,582.98,0.55,,0.5
2019-02-19 13:00:00,2019-02-19 14:00:00,38.0,86.0,5.35,37.42,42.83,41.85,15.77,0.47,21.6,4.72,,0.65,,32.2,20.62,0.85,153.28,575.52,0.5,,0.12
2019-02-19 14:00:00,2019-02-19 15:00:00,33.0,74.0,5.3,50.45,55.83,80.75,29.6,0.57,29.0,3.97,,0.6,,32.9,21.95,0.95,136.07,504.15,0.47,,0.0
2019-02-19 15:00:00,2019-02-19 16:00:00,44.0,103.0,6.35,61.28,67.65,81.95,22.15,0.78,25.88,3.15,,0.75,,32.2,27.85,1.2,120.25,394.93,0.65,,0.25
2019-02-19 16:00:00,2019-02-19 17:00:00,67.0,144.0,5.47,61.02,66.55,74.23,26.15,0.67,25.53,2.17,,0.78,,31.7,25.95,1.0,118.53,256.05,0.65,,0.25
2019-02-19 17:00:00,2019-02-19 18:00:00,81.0,164.0,6.75,61.05,67.85,85.25,34.42,0.58,25.1,2.4,,0.83,,30.95,25.2,0.85,118.8,106.53,0.7,,0.25
2019-02-19 18:00:00,2019-02-19 19:00:00,91.0,198.0,7.65,63.0,70.68,72.0,22.27,0.65,14.72,4.17,,0.85,,27.7,43.5,0.68,93.08,30.27,0.77,,0.0
2019-02-19 19:00:00,2019-02-19 20:00:00,110.0,249.0,12.88,75.33,88.3,93.12,14.0,0.75,7.35,4.4,,0.85,,25.65,54.25,0.55,113.17,19.05,0.83,,0.25
2019-02-19 20:00:00,2019-02-19 21:00:00,149.0,288.0,18.55,83.87,102.53,104.1,21.42,0.93,3.7,4.98,,1.15,,25.47,47.88,0.37,142.5,18.52,1.18,,0.12
2019-02-19 21:00:00,2019-02-19 22:00:00,118.0,238.0,20.8,72.3,93.15,83.53,11.97,0.95,2.6,4.25,,1.23,,22.65,54.5,0.2,297.45,18.98,1.33,,0.0
2019-02-19 22:00:00,2019-02-19 23:00:00,122.0,210.0,23.25,47.15,70.42,71.08,8.93,1.05,2.35,3.05,,1.2,,20.95,64.65,0.1,304.43,18.98,1.4,,0.0
2019-02-19 23:00:00,2019-02-20 00:00:00,153.0,985.0,22.45,37.2,59.67,66.95,8.25,1.1,2.48,3.52,,1.32,,20.5,67.93,0.1,298.0,19.12,1.52,,0.25
2019-02-20 00:00:00,2019-02-20 01:00:00,188.0,300.0,21.18,31.52,52.73,62.23,7.98,1.17,2.38,3.8,,1.5,,19.38,71.2,0.1,293.05,19.07,1.5,,0.0
2019-02-20 01:00:00,2019-02-20 02:00:00,158.0,214.0,18.1,22.57,40.67,47.8,5.33,1.1,1.85,3.8,,1.67,,18.75,73.93,0.1,297.98,18.98,1.4,,0.38
2019-02-20 02:00:00,2019-02-20 03:00:00,155.0,206.0,20.38,21.45,41.85,49.12,5.8,1.05,2.1,3.77,,1.52,,17.9,76.9,0.13,278.55,19.02,1.3,,0.12
2019-02-20 03:00:00,2019-02-20 04:00:00,142.0,185.0,23.83,22.25,46.1,48.2,5.78,1.12,1.9,3.38,,1.42,,17.82,79.05,0.2,221.2,18.6,1.3,,0.0
2019-02-20 04:00:00,2019-02-20 05:00:00,156.0,214.0,45.85,25.12,71.0,46.78,6.42,1.28,1.95,3.38,,1.4,,19.4,76.57,0.2,89.53,19.25,1.38,,0.0
2019-02-20 05:00:00,2019-02-20 06:00:00,172.0,227.0,42.1,21.62,63.72,45.8,6.5,1.15,1.83,3.42,,1.4,,18.98,78.27,0.1,173.62,18.88,1.45,,0.0
2019-02-20 06:00:00,2019-02-20 07:00:00,189.0,269.0,50.88,22.55,73.5,48.42,7.5,1.42,1.95,4.38,,1.5,,17.42,80.08,0.15,309.15,19.07,1.48,,0.0
2019-02-20 07:00:00,2019-02-20 08:00:00,302.0,540.0,54.48,24.5,79.0,54.85,8.5,1.9,2.2,7.18,,1.9,,17.07,80.47,0.12,303.02,34.73,1.88,,0.0
2019-02-20 08:00:00,2019-02-20 09:00:00,390.0,458.0,60.52,25.82,86.43,55.17,13.65,2.35,2.3,10.57,,2.62,,19.9,75.25,0.15,323.38,84.57,2.38,,0.0
2019-02-20 09:00:00,2019-02-20 10:00:00,418.0,531.0,49.62,38.6,88.25,54.85,46.35,2.67,2.67,11.85,,3.95,,25.45,51.97,0.2,320.95,136.25,3.12,,0.25
2019-02-20 10:00:00,2019-02-20 11:00:00,418.0,446.0,24.92,57.5,82.45,50.0,76.07,2.38,9.2,10.95,,5.5,,30.45,24.9,0.23,259.38,306.1,3.6,,0.0
2019-02-20 11:00:00,2019-02-20 12:00:00,,,6.02,40.02,46.1,44.27,25.12,1.53,18.8,8.85,,4.88,,33.05,20.45,0.43,166.47,441.22,2.95,,0.25
2019-02-20 12:00:00,2019-02-20 13:00:00,95.0,144.0,3.67,26.45,30.18,40.52,16.25,1.1,23.0,5.85,,3.42,,36.22,15.02,0.45,327.57,547.85,2.08,,0.0
2019-02-20 13:00:00,2019-02-20 14:00:00,48.0,91.0,2.88,25.02,27.95,36.4,24.02,0.62,32.45,3.47,,2.77,,36.73,15.2,0.83,204.47,537.88,1.6,,0.0
2019-02-20 14:00:00,2019-02-20 15:00:00,64.0,122.0,3.45,35.12,38.62,38.0,40.0,0.7,40.7,2.27,,1.62,,33.8,24.02,1.48,79.3,461.7,1.05,,0.12
2019-02-20 15:00:00,2019-02-20 16:00:00,92.0,189.0,4.0,36.15,40.23,39.15,36.78,0.55,33.1,1.82,,1.15,,32.12,31.22,1.42,83.72,360.48,0.73,,0.25
2019-02-20 16:00:00,2019-02-20 17:00:00,82.0,133.0,3.83,34.52,38.4,38.52,33.68,0.55,28.73,1.45,,0.88,,30.33,35.05,1.15,83.05,229.2,0.57,,0.75
2019-02-20 17:00:00,2019-02-20 18:00:00,75.0,112.0,6.35,39.27,45.65,41.93,33.8,0.77,20.12,1.2,,0.7,,29.0,40.85,0.93,79.67,95.7,0.5,,0.38
2019-02-20 18:00:00,2019-02-20 19:00:00,94.0,159.0,9.35,52.32,61.73,37.65,41.88,0.6,13.15,1.3,,0.6,,26.95,45.83,0.5,74.22,28.7,0.53,,0.75
2019-02-20 19:00:00,2019-02-20 20:00:00,90.0,143.0,10.53,40.25,50.82,42.73,22.42,0.8,9.1,1.5,,0.57,,25.43,54.02,0.4,99.35,18.88,0.58,,0.12
2019-02-20 20:00:00,2019-02-20 21:00:00,107.0,162.0,13.2,33.9,47.1,45.93,8.95,0.92,4.35,2.62,,0.65,,24.17,69.45,0.43,258.07,19.4,0.6,,0.38
2019-02-20 21:00:00,2019-02-20 22:00:00,92.0,159.0,10.95,27.12,38.12,43.6,6.0,0.82,2.8,3.48,,0.55,,22.77,75.1,0.2,294.3,18.88,0.6,,0.0
2019-02-20 22:00:00,2019-02-20 23:00:00,112.0,148.0,12.23,21.72,34.05,44.8,5.6,1.07,2.45,2.58,,0.6,,22.0,77.53,0.1,296.02,18.78,0.62,,0.0
2019-02-20 23:00:00,2019-02-21 00:00:00,105.0,128.0,12.75,19.57,32.38,44.75,5.4,0.9,3.17,2.32,,0.6,,21.23,78.5,0.17,323.05,19.18,0.65,,0.25
2019-02-21 00:00:00,2019-02-21 01:00:00,111.0,134.0,8.97,18.75,27.75,33.58,2.98,0.9,2.7,2.23,,0.62,,20.27,76.78,0.2,316.08,18.68,0.67,,0.0
2019-02-21 01:00:00,2019-02-21 02:00:00,119.0,137.0,9.47,17.25,26.8,30.2,3.78,0.75,2.33,2.3,,0.6,,20.2,78.12,0.27,238.03,18.77,0.6,,0.0
2019-02-21 02:00:00,2019-02-21 03:00:00,151.0,171.0,13.0,19.6,32.65,42.05,6.0,0.73,2.9,2.33,,0.62,,19.88,79.5,0.12,301.22,18.75,0.67,,0.12
2019-02-21 03:00:00,2019-02-21 04:00:00,122.0,141.0,13.35,20.42,33.83,44.4,4.9,0.65,3.25,2.15,,0.57,,19.38,80.78,0.2,296.25,18.67,0.67,,0.0
2019-02-21 04:00:00,2019-02-21 05:00:00,147.0,191.0,13.62,20.62,34.33,46.5,4.72,0.62,3.12,1.98,,0.5,,19.1,81.97,0.1,190.85,18.77,0.6,,0.0
2019-02-21 05:00:00,2019-02-21 06:00:00,118.0,122.0,17.75,22.62,40.43,49.18,5.32,0.93,2.12,1.62,,0.53,,19.05,82.33,0.17,217.7,18.72,0.6,,0.25
2019-02-21 06:00:00,2019-02-21 07:00:00,184.0,225.0,23.6,22.25,45.88,48.62,5.12,0.88,2.17,2.0,,0.6,,18.9,82.65,0.12,287.95,18.9,0.65,,0.0
2019-02-21 07:00:00,2019-02-21 08:00:00,220.0,241.0,28.12,23.97,52.12,50.3,5.43,1.3,2.25,3.3,,0.65,,18.05,82.85,0.18,302.95,33.58,0.75,,0.0
2019-02-21 08:00:00,2019-02-21 09:00:00,250.0,276.0,27.38,25.85,53.3,50.85,5.65,1.38,2.4,4.42,,0.95,,20.65,78.28,0.23,328.7,88.1,1.02,,0.0
2019-02-21 09:00:00,2019-02-21 10:00:00,262.0,283.0,23.2,28.88,52.1,49.62,13.27,1.28,2.4,5.28,,1.55,,24.9,61.62,0.15,291.3,135.45,1.45,,0.0
2019-02-21 10:00:00,2019-02-21 11:00:00,105.0,128.0,19.18,35.3,54.53,42.8,23.07,1.15,2.72,2.7,,0.9,,27.62,49.85,0.43,145.68,295.93,0.7,,0.0
2019-02-21 11:00:00,2019-02-21 12:00:00,109.0,156.0,8.8,35.33,44.18,32.23,22.05,0.75,5.28,5.02,,1.37,,29.75,38.68,0.53,168.32,424.05,1.15,,0.25
2019-02-21 12:00:00,2019-02-21 13:00:00,63.0,91.0,5.57,32.48,38.12,30.35,21.12,0.85,11.12,4.88,,1.1,,31.62,34.73,0.55,142.35,510.78,0.93,,0.5
2019-02-21 13:00:00,2019-02-21 14:00:00,57.0,94.0,4.9,32.38,37.35,40.65,17.1,0.5,13.62,3.75,,1.0,,30.65,44.42,1.27,95.17,502.52,0.8,,0.12
2019-02-21 14:00:00,2019-02-21 15:00:00,69.0,97.0,4.88,32.55,37.45,42.1,14.5,0.38,11.97,2.05,,0.65,,29.35,51.2,1.57,90.78,454.37,0.6,,0.0
2019-02-21 15:00:00,2019-02-21 16:00:00,62.0,103.0,4.97,30.2,35.2,39.53,12.12,0.35,10.97,1.17,,0.47,,28.2,54.98,1.52,92.67,344.25,0.43,,0.0
2019-02-21 16:00:00,2019-02-21 17:00:00,46.0,84.0,5.53,35.42,41.02,55.5,11.05,0.33,10.25,0.93,,0.4,,27.85,55.17,1.2,109.22,221.38,0.4,,0.0
2019-02-21 17:00:00,2019-02-21 18:00:00,71.0,109.0,6.75,48.73,55.53,78.05,11.4,0.57,11.23,1.1,,0.55,,27.68,51.53,1.07,110.18,97.1,0.5,,0.5
2019-02-21 18:00:00,2019-02-21 19:00:00,86.0,172.0,11.93,67.83,79.77,146.5,16.4,0.4,5.85,2.0,,0.72,,26.72,44.18,0.57,107.72,28.75,0.62,,0.0
2019-02-21 19:00:00,2019-02-21 20:00:00,64.0,145.0,25.62,73.45,99.07,164.95,21.18,0.72,2.45,2.43,,0.82,,25.88,49.75,0.28,136.0,18.7,0.72,,0.25
2019-02-21 20:00:00,2019-02-21 21:00:00,64.0,131.0,31.48,49.6,81.1,115.0,11.38,0.62,2.08,1.95,,1.1,,23.35,58.7,0.15,300.17,18.73,1.1,,0.0
2019-02-21 21:00:00,2019-02-21 22:00:00,52.0,114.0,28.25,36.0,64.28,96.0,7.28,0.48,2.0,1.25,,1.05,,22.25,64.83,0.15,241.07,18.95,0.97,,0.12
2019-02-21 22:00:00,2019-02-21 23:00:00,53.0,61.0,65.08,28.77,93.85,85.65,8.67,0.62,2.0,1.27,,1.02,,22.6,66.03,0.25,76.6,19.07,1.02,,0.0
2019-02-21 23:00:00,2019-02-22 00:00:00,97.0,154.0,59.3,32.88,92.22,76.92,9.95,0.55,1.95,1.57,,1.05,,22.1,70.02,0.4,72.78,19.0,1.15,,0.0
2019-02-22 00:00:00,2019-02-22 01:00:00,58.0,80.0,50.9,27.85,78.78,71.0,9.62,0.57,1.95,1.68,,0.92,,21.25,74.97,0.3,188.58,18.7,0.97,,0.38
2019-02-22 01:00:00,2019-02-22 02:00:00,60.0,67.0,45.2,27.53,72.8,65.12,7.78,0.82,2.1,1.67,,0.77,,21.6,76.03,0.42,85.12,18.97,0.95,,0.0
2019-02-22 02:00:00,2019-02-22 03:00:00,39.0,48.0,42.65,23.02,65.7,59.1,7.38,0.55,1.82,1.52,,0.67,,19.65,79.02,0.15,302.48,19.12,0.75,,0.12
2019-02-22 03:00:00,2019-02-22 04:00:00,46.0,60.0,42.65,22.1,64.88,55.8,6.8,0.5,1.85,1.5,,0.6,,18.73,81.35,0.2,318.45,19.12,0.75,,0.0
2019-02-22 04:00:00,2019-02-22 05:00:00,53.0,60.0,43.92,19.45,63.45,53.48,6.57,0.7,1.65,1.42,,0.6,,18.33,82.3,0.13,235.55,18.62,0.77,,0.0
2019-02-22 05:00:00,2019-02-22 06:00:00,72.0,77.0,43.55,17.45,61.02,51.92,6.43,0.85,1.58,1.67,,0.88,,18.38,83.03,0.17,334.0,18.93,0.98,,0.0
2019-02-22 06:00:00,2019-02-22 07:00:00,94.0,100.0,58.38,15.9,74.38,48.58,6.43,0.6,1.75,2.33,,1.95,,17.95,83.5,0.2,308.55,19.25,1.52,,0.12
2019-02-22 07:00:00,2019-02-22 08:00:00,105.0,150.0,75.78,14.25,90.05,48.73,6.95,1.07,2.22,2.75,,2.05,,17.95,83.85,0.18,301.4,34.1,1.63,,0.0
2019-02-22 08:00:00,2019-02-22 09:00:00,289.0,309.0,60.4,16.45,76.88,48.95,7.17,1.38,1.9,4.38,,2.05,,19.88,82.62,0.2,324.52,93.12,1.82,,0.0
2019-02-22 09:00:00,2019-02-22 10:00:00,194.0,207.0,50.12,17.88,68.05,48.7,27.15,1.23,2.08,4.05,,1.85,,24.4,69.67,0.23,219.5,145.3,1.68,,0.0
2019-02-22 10:00:00,2019-02-22 11:00:00,143.0,178.0,33.0,36.58,69.62,45.32,57.17,1.17,3.17,6.62,,1.55,,27.15,48.25,0.98,190.33,294.57,1.42,,0.0
2019-02-22 11:00:00,2019-02-22 12:00:00,77.0,126.0,11.5,39.6,51.2,39.15,32.2,1.08,6.2,4.6,,1.62,,29.27,40.27,0.78,175.15,437.27,1.4,,0.12
2019-02-22 12:00:00,2019-02-22 13:00:00,60.0,97.0,6.6,32.38,39.03,37.28,23.9,0.82,11.8,5.42,,4.17,,30.8,35.97,0.75,160.82,536.98,2.88,,0.0
2019-02-22 13:00:00,2019-02-22 14:00:00,48.0,84.0,4.12,28.85,33.08,36.78,16.02,0.85,14.75,5.47,,3.1,,31.83,37.25,0.7,133.18,519.15,2.08,,0.0
2019-02-22 14:00:00,2019-02-22 15:00:00,63.0,106.0,4.1,36.58,40.73,48.65,14.88,0.53,17.85,2.83,,0.6,,30.43,45.93,1.38,102.75,457.4,0.5,,0.0
2019-02-22 15:00:00,2019-02-22 16:00:00,93.0,154.0,3.62,37.27,40.95,45.88,14.25,0.5,21.9,3.62,,2.0,,29.45,49.5,1.5,85.98,355.6,1.35,,0.0
2019-02-22 16:00:00,2019-02-22 17:00:00,110.0,187.0,3.75,35.17,38.98,42.48,11.15,0.43,16.72,8.1,,,,29.62,46.98,1.03,104.7,234.45,88.45,,0.12
2019-02-22 17:00:00,2019-02-22 18:00:00,82.0,171.0,6.22,41.42,47.7,57.82,11.45,0.55,12.0,,,,,29.38,43.62,0.88,111.45,97.3,,,0.0
2019-02-22 18:00:00,2019-02-22 19:00:00,73.0,156.0,10.93,45.32,56.28,61.4,13.18,0.65,4.55,,,,,28.17,44.7,0.45,90.1,29.53,,,0.0
2019-02-22 19:00:00,2019-02-22 20:00:00,69.0,175.0,22.1,37.88,60.02,52.55,10.78,0.47,2.12,10.43,,,,26.22,52.97,0.23,196.68,18.85,112.68,,0.0
2019-02-22 20:00:00,2019-02-22 21:00:00,93.0,196.0,26.52,28.12,54.73,49.45,9.52,0.8,1.75,3.38,,3.1,,24.9,57.1,0.15,254.0,18.68,3.6,,0.0
2019-02-22 21:00:00,2019-02-22 22:00:00,102.0,230.0,28.77,23.75,52.58,48.9,10.17,0.88,1.85,2.2,,1.1,,23.83,59.68,0.12,293.75,18.7,1.65,,0.0
2019-02-22 22:00:00,2019-02-22 23:00:00,131.0,240.0,36.7,17.98,54.7,44.83,11.18,1.1,2.12,3.17,,1.35,,23.47,63.05,0.17,204.53,19.0,1.95,,0.0
2019-02-22 23:00:00,2019-02-23 00:00:00,194.0,323.0,57.08,22.0,79.15,41.83,22.1,1.38,2.02,4.53,,1.72,,24.8,59.02,0.5,172.35,18.92,2.52,,0.0
2019-02-23 00:00:00,2019-02-23 01:00:00,97.0,201.0,33.4,30.5,63.95,38.92,24.47,1.33,1.98,5.3,,1.58,,24.45,57.23,0.57,175.8,18.93,2.33,,0.0
2019-02-23 01:00:00,2019-02-23 02:00:00,75.0,138.0,35.55,33.45,69.0,40.02,37.33,1.18,1.15,4.8,,1.2,,24.07,56.88,0.88,179.92,19.1,1.93,,0.0
2019-02-23 02:00:00,2019-02-23 03:00:00,94.0,199.0,33.02,34.75,67.8,39.45,28.43,1.05,2.02,4.15,,0.78,,23.1,59.4,0.82,176.75,18.65,1.27,,0.0
2019-02-23 03:00:00,2019-02-23 04:00:00,71.0,139.0,23.95,30.15,54.15,41.22,23.1,0.9,2.05,3.62,,0.57,,22.38,61.48,0.67,173.0,18.9,1.02,,0.0
2019-02-23 04:00:00,2019-02-23 05:00:00,71.0,127.0,22.55,30.57,53.2,45.15,27.15,0.85,3.03,4.25,,0.43,,22.35,61.18,0.72,160.9,19.1,0.82,,0.0
2019-02-23 05:00:00,2019-02-23 06:00:00,75.0,151.0,32.6,34.65,67.32,39.78,32.45,0.9,2.1,6.53,,0.4,,21.75,62.0,0.73,168.4,18.98,0.7,,0.0
2019-02-23 06:00:00,2019-02-23 07:00:00,72.0,151.0,38.3,34.3,72.62,35.33,51.45,0.85,2.2,7.35,,0.4,,21.15,59.12,0.95,170.03,19.05,0.65,,0.0
2019-02-23 07:00:00,2019-02-23 08:00:00,65.0,127.0,40.77,31.95,72.75,34.2,69.28,1.02,2.17,7.67,,0.32,,20.62,59.8,0.98,178.82,37.35,0.6,,0.0
2019-02-23 08:00:00,2019-02-23 09:00:00,78.0,154.0,50.35,32.85,83.28,32.12,86.08,1.0,2.62,6.72,,0.5,,21.93,57.62,1.12,189.15,106.12,1.05,,0.0
2019-02-23 09:00:00,2019-02-23 10:00:00,91.0,172.0,30.03,44.93,75.0,35.83,86.03,1.0,4.47,4.57,,0.57,,25.17,50.87,1.13,184.9,167.47,1.2,,0.0
2019-02-23 10:00:00,2019-02-23 11:00:00,89.0,175.0,19.38,50.72,70.17,36.8,80.53,1.0,5.95,3.2,,0.62,,28.88,40.7,0.72,184.82,300.2,1.05,,0.0
2019-02-23 11:00:00,2019-02-23 12:00:00,88.0,164.0,10.6,43.32,53.97,34.62,69.88,0.75,9.07,3.22,,0.8,,31.98,28.95,0.7,189.62,463.47,1.15,,0.0
2019-02-23 12:00:00,2019-02-23 13:00:00,61.0,141.0,6.42,33.52,39.98,31.68,29.5,0.4,12.9,3.12,,0.77,,34.2,20.82,0.57,165.38,570.42,1.12,,0.0
2019-02-23 13:00:00,2019-02-23 14:00:00,45.0,119.0,3.77,28.52,32.38,28.85,14.65,0.5,18.15,2.5,,0.75,,34.85,23.88,0.8,117.75,540.45,0.92,,0.0
2019-02-23 14:00:00,2019-02-23 15:00:00,56.0,163.0,3.05,33.9,37.05,29.45,13.65,0.45,25.28,2.22,,0.55,,31.67,38.35,1.42,91.58,453.35,0.73,,0.0
2019-02-23 15:00:00,2019-02-23 16:00:00,89.0,193.0,2.92,36.12,39.12,28.73,16.3,0.5,30.07,1.95,,0.45,,31.78,34.9,1.43,89.9,392.57,0.5,,0.25
2019-02-23 16:00:00,2019-02-23 17:00:00,75.0,284.0,3.88,37.73,41.65,30.93,17.68,0.5,27.62,1.6,,0.38,,31.9,33.83,1.02,98.6,259.12,0.5,,0.38
2019-02-23 17:00:00,2019-02-23 18:00:00,80.0,171.0,3.75,46.45,50.25,42.58,23.4,0.5,29.78,1.42,,0.55,,30.4,29.7,1.12,105.9,108.45,0.6,,0.38
2019-02-23 18:00:00,2019-02-23 19:00:00,96.0,234.0,6.55,51.87,58.48,56.55,58.7,0.65,13.7,1.42,,0.67,,28.5,29.48,1.0,106.55,29.7,0.8,,0.0
2019-02-23 19:00:00,2019-02-23 20:00:00,127.0,264.0,16.07,62.62,78.75,59.73,81.4,0.73,4.85,1.5,,0.85,,26.67,34.33,0.5,93.8,19.05,1.02,,0.0
2019-02-23 20:00:00,2019-02-23 21:00:00,151.0,306.0,22.57,45.85,68.48,49.12,37.27,0.7,2.85,1.88,,1.02,,23.57,46.6,0.15,320.25,18.58,1.32,,0.0
2019-02-23 21:00:00,2019-02-23 22:00:00,98.0,203.0,20.57,28.45,49.03,45.83,17.02,0.77,2.27,2.12,,1.15,,22.12,52.55,0.12,306.98,18.83,1.48,,0.12
2019-02-23 22:00:00,2019-02-23 23:00:00,70.0,149.0,38.4,26.32,64.78,44.83,13.28,0.9,1.75,2.27,,1.27,,21.85,55.15,0.17,142.62,18.68,1.63,,0.0
2019-02-23 23:00:00,2019-02-24 00:00:00,127.0,258.0,45.1,37.17,82.35,46.82,47.62,0.88,2.33,2.65,,1.48,,22.9,55.48,0.55,96.8,19.15,1.88,,0.0
2019-02-24 00:00:00,2019-02-24 01:00:00,105.0,227.0,35.58,39.42,75.05,64.57,26.53,0.8,2.2,2.38,,1.65,,23.67,60.82,0.38,127.0,18.62,1.98,,0.0
2019-02-24 01:00:00,2019-02-24 02:00:00,84.08,167.0,42.15,31.52,73.7,62.33,15.05,0.8,1.7,2.2,,2.8,,22.4,66.15,0.15,195.07,18.85,2.88,,0.0
2019-02-24 02:00:00,2019-02-24 03:00:00,100.92,178.0,42.75,24.75,67.53,55.3,10.88,0.75,1.62,2.27,,3.02,,20.23,71.45,0.15,215.95,18.88,3.12,,0.12
2019-02-24 03:00:00,2019-02-24 04:00:00,92.05,159.0,44.57,20.77,65.4,51.85,9.3,0.72,1.55,2.65,,2.78,,19.33,74.77,0.12,241.12,19.02,3.02,,0.0
2019-02-24 04:00:00,2019-02-24 05:00:00,101.0,185.0,44.7,19.6,64.3,48.75,8.55,1.0,1.8,3.1,,2.65,,18.25,76.5,0.25,308.8,18.85,2.95,,0.0
2019-02-24 05:00:00,2019-02-24 06:00:00,104.05,172.0,45.72,17.93,63.73,45.6,8.15,1.0,1.68,3.6,,2.3,,18.9,73.6,0.17,206.78,18.68,2.68,,0.0
2019-02-24 06:00:00,2019-02-24 07:00:00,114.38,210.0,55.98,13.07,69.12,39.0,13.93,1.08,1.65,4.32,,2.05,,19.3,63.88,0.2,254.38,19.25,2.45,,0.0
2019-02-24 07:00:00,2019-02-24 08:00:00,181.9,272.0,55.77,12.6,68.4,35.4,25.7,1.27,1.93,5.7,,1.9,,18.63,67.3,0.17,263.63,46.1,2.4,,0.33
2019-02-24 08:00:00,2019-02-24 09:00:00,299.55,397.0,44.88,15.6,60.5,34.28,39.85,1.52,2.2,7.75,,2.05,,21.4,59.62,0.28,328.25,96.12,2.53,,0.12
2019-02-24 09:00:00,2019-02-24 10:00:00,225.2,321.0,34.3,33.92,68.28,32.28,97.7,1.58,3.43,8.43,,2.58,,25.43,45.85,0.23,227.22,143.55,2.7,,0.0
2019-02-24 10:00:00,2019-02-24 11:00:00,261.93,399.0,17.45,60.8,78.3,28.12,85.55,1.45,8.57,13.2,,2.83,,28.92,28.52,0.5,174.85,316.2,2.83,,0.0
2019-02-24 11:00:00,2019-02-24 12:00:00,74.88,174.0,5.2,42.45,47.73,24.1,23.7,1.0,17.42,10.93,,2.45,,30.62,20.45,0.9,133.78,474.57,2.4,,0.0
2019-02-24 12:00:00,2019-02-24 13:00:00,52.92,136.0,3.23,37.38,40.65,27.3,21.42,0.62,23.38,6.62,,1.82,,30.7,19.45,1.25,118.97,544.15,1.65,,0.12
